index,statement,label
678,"In Somalia, U.S. Escalates a Shadow War - The New York Times",0
679,A proposed bill in the Florida Legislature would authorize the public hoarding of cats by feral cat activists.,0
680,Clinton Claims US Voters to Reject Trump's ‘Divisive Vision of America’,1
681,Obama admits he is not a citizen.,1
682,"""Hospitals, doctors, MRIs, surgeries and so forth are more extensively used and far more expensive in this country than they are in many other countries.''",0
683,"Were making more than ever off oil and gas right now, but its no secret that oil production in Texas peaked in the 1970s.",0
684,"Shiite militia says it is close to Tal Afar, which Turkey has warned is off limits",1
685,Says Wisconsin Gov. Scott Walker doesnt make his calendar public -- hes on our dime and we dont know where he is.,0
686,"The barber regulation here in Missouri is 10,000 words long.the book of Revelation is (also) 10,000 words long.",0
687,Warren Buffett recently said Scrap Obamacare and Start All Over.,1
688,The Americans for Tax Reform pledge relates to new taxes that were going to be initiated by legislative action.,1
689,"Obama said his proposed $1,000 emergency energy rebate ""will be enough to offset the increased cost of gas for a working family over the next 4 months.""",0
690,The health care law adds around $800 billion of taxes on the American people. It does not discriminate between rich and poor.,1
691,"Many in Florida Count on Obama’s Health Law, Even Amid Talk of Its Demise - The New York Times",0
692,"""Obama voted for the Bush-Cheney energy bill that put $6-billion in the pocket of big oil.""",0
693,Obamacare adds trillions to our deficits and to our national debt.,1
694,Germany: Iraqi Asylum-Seeker Convicted of Raping Chinese Students,0
695,On high-speed rail.,1
696,Says Rick Santorum voted to let convicted felons vote.,0
697,Obamacare could cause 20 million people to lose their current coverage.,1
698,World's Oldest Person Had Smoked For 76 Years,1
699,Global UFO “Invasion” Stirs Panic! Military Denies Involvement 10/29/16 [VIDEO],1
700,Says Hillary Clinton plans to massively increase admissions (of Middle East refugees) including a 500 percent increase in Syrian refugees coming into our country.,0
701,"""Obama himself voted against funding our nation's veterans and troops in the field during a time of war.""",0
702,The Bush administration prosecuted 190 suspected terrorists in federal courts.,1
703,"""Hillary's main extracurricular activity in law school was helping the Black Panthers, on trial in Connecticut for torturing and killing a federal agent.""",1
704,Says he opposed $716 billion cut to Medicare.,0
705,The typical white male worker in this country is making in real terms what he was making in 1973 and the average worker is making what they were making in 1996.,0
706,"You cant give a child an aspirin in school without permission. You cant do any kind of medication, but we can secretly take the child off and have an abortion.",0
707,"Before April 22, we have restored the rights of more than 18,000 individuals, which is more than the past seven governors combined in their four-year terms.",0
708,Bioweapon! Zika virus is being spread by GMO mosquitos (sic),1
709,"In 2009, the state Legislature passed more than $5 billion in tax increases.",1
710,Austin mayoral candidate Mike Martinez takes corporate money.,1
711,Nearly half of all persons under 30 did not go to work today.,1
712,"Says I never billed a single hour of my time to the City of Portland in the last 10 years -- so, no revolving door.",1
713,"Says that under President Barack Obamas health care law, your insurance premiums could go up by 200 percent and cost as much as a new Explorer.",1
714,"In Iran in 1979, the extremists hijacked the broad-based popular revolution against the Shah and established a brutal theocracy.",0
715,Wisconsin is one of the few states in the country that do not currently require a photographic identification to vote.,1
716,Economic upgrade: Russia receives multiple endorsements for rapidly improving business conditions,1
717,Canadian Prime Minister to Skip Summit on CETA Deal With EU,1
718,Now we have ISIS coming over the (U.S.-Mexico) border.,1
719,"There are no rules governing the 2016 Republican convention, the rules have not been set.",0
720,Says he has sued the Obama administration 25 times.,0
721,The state bureaucracy Jane Norton managed grew by $43 million in just three years.,0
722,Says the Austin City Council may give $4 million a year to subsidize a race track.,0
723,Austin is the only city in an arid landscape in the western United States dependent on a single source of water.,0
724,Says Senate candidate Katie McGinty made thousands from companies she previously regulated.,0
725,Says Donald Trumps only economic agenda is imposing massive taxes on the American people with a 40 percent tax hike of a giant tariff.,0
726,Says there have been 50 million abortions since Roe v. Wade was decided.,0
727,Sen. Barbara Boxer passed only three bills in 18 years into law.,1
728,Romney outsourced call center jobs to India.,0
729,"(Birmingham, Ala.) is the cradle of the civil rights movement.",1
730,"Under Gov. Scott Walker, Wisconsin projected a $1 billion (budget) surplus and it turns out to be a deficit of $2.2 billion.",1
731,Trump vs. Clinton: A risk vs. a disaster,1
732,President Obama has declared disasters in 48 of 50 states this year.,0
733,The federal government borrows $4 billion every day.,0
734,"Life: Life Of Luxury: Elton John’s 6 Favorite Shark Pictures To Stare At During Long, Transcontinental Flights",1
735,"Classified material has a header which says top-secret, secret, confidential. Nothing, and I will repeat this and this is verified in the report by the Department of Justice, none of the emails sent or received by me had such a header.",0
736,This (Independent Payment Advisory Board) board can ration care and deny certain Medicare treatments so Washington can fund more wasteful spending.,1
737,Bush's tax cuts for high earners have been the biggest contributor to the budget deficit.,1
738,Says Bernie Sanders advocated putting Iranian troops into Syria to try and resolve the conflict there. Putting them right on the doorstep of Israel.,0
739,"Since sequester began federal employment has been subtracting 6,000-7,000 jobs per month",1
740,Says Eric Cantor was the co-author of the House GOP principles on immigration reform. Both the New York Times and the Washington Postsaid that thatcaptured the essence of what was in the Senate immigration bill.,0
741,Says Pope Francis took the name of a saint who basically reached out to Muslims.,0
742,"Despite claims that you can keep the health care plan you like, the Obama Administration has predicted that as many as 7 out of 10 Americans with employer-provided health coverage could lose their current health plan.",1
743,"""Three out of the 18 benchmarks of the (GAO) have been fulfilled. Even among Republican math, that is a failing grade.""",0
744,Report: Donald Trump to Hang Portrait of Electoral College Landslide in White House - Breitbart,0
745,The federal government is now on track for the second-largest budget deficit in 65 years.,0
746,Says Barack Obama has gone from blaming George W. Bush to plagiarizing George W. Bush.,1
747,"Say that under state law, systems development charges can only be spent on capital investment.",0
748,When I talk about (raising the) minimum wage ... half of Republicansagree with it.,0
749,PolitiFact Oregon gave Rob Cornilles a Pants on Fire for a claim about taxes and fees.,1
750,On offshore drilling for energy,0
751,"""All the really great programs in American history, Social Security, was done without Republicans. Medicare was done without Republican support until the last vote where they realized they had to get on board.""",1
752,Says taxpayer subsidy for the Oregon Convention Center hotel jumped $100 million in closed-door sessions,0
753,Weve doubled our use of renewable energy.,1
754,"In this city, there hasnt been a stadium thats lasted more than 27 years.",0
755,You must list all your guns on your 2010 tax return.,1
756,Milwaukee County government employees pay much more for their health care than City of Milwaukee or State of Wisconsin employees.,0
757,"Per-student K-12 state funding for Portland Public Schools has dipped from $6,036 in the 2007-2008 school year to $5,644 in the 2010-2011 school year",0
758,"The fact is, over 2.4 million jobs have been lost since the Stimulus bill was signed into law in February of 2009.",0
759,"Says Ohio Gov. John Kasich had the worst rating on spending of any governor in the country, Republican or Democrat.",0
760,Says there was a NATO base in Turkey being under attack by terrorists.,1
761,Says more than 2 million Oregonians have received important medical services because of his health plan.,0
762,New study suggests that religious people have less understanding of the world,1
763,China Assails U.S. Pledge to Defend Disputed Islands Controlled by Japan - The New York Times,0
764,"Just on Jan. 1 of this year, there were 40,000 new laws put on the books in one day.",1
765,U.S. Senate candidate Jack Kingston spent our tax dollars on thousands of wasteful earmarks.,1
766,"""Congress only funded half the wall"" between Mexico and the United States.",0
767,"Even our attorney general who is a strong Democrat, she has said that we need causation in our workers comp system. Thats the No. 1 thing pushing our manufacturing jobs out of Illinois.",0
768,"Seniors with coverage under Medicare Advantage will give up ""more than their share"" because of health care reform",0
769,"Says the federal agency in charge of Medicare and Medicaid will disburse $803 billion in benefits this year, making it larger than all but 15 of the worlds economies.",0
770,"Says by reducing chronic health care costs in the State of Georgia, we can reduce the $32.8 billion lost each year due to lack of productivity and economic costs.",0
771,"Since January 2010, New Jersey has added 103,000 new private sector jobs. The last two years -- 2011 and 2012 -- have been the best two years of private sector job growth since 1999.",0
772,Terry McAuliffe has threatened to shut down Virginias government if his budget plan isnt supported.,1
773,"The reality is, we are holding some of the most dangerous terrorists in the world right now in our federal prisons, including the mastermind of the 1993 World Trade Center bombing, the 'shoe bomber,' the 'Unabomber,' and many others.",0
774,The Director of the FBI Reopens the Hillary Case,1
775,Ilana Shafran Mandels stake in Forest City Enterprises constitutes significantly less than 1 percent of the companys shares and any implication of a conflict of interest is legally incorrect.,0
776,There are more oil rigs in operation in the United States than the rest of the world combined.,1
777,The media widely overlooked comments made by former President Bill Clinton that Hillary Clinton had a terrible concussion that took six months to recover from.,1
778,The rate of uninsured Americans (is) 8.8 percent.,0
779,Says opponents of proposed Austin school district bonds say the districts debt load doubles with these new bonds.,0
780,"""Dodd brought both parties together to pass the Family and Medical Leave Act.""",0
781,"Republicans control the U.S. Senate with 54 seats, but those 54 senators were elected by only two-thirds the number of voters who elected the Democrats. In the Senate, the majority party represents a minority of the people.",0
782,"""The path to ObamaCare becoming law all started with Charlie Crist supporting President Obama's $787 billion stimulus.""",1
783,The (national) debt really added up $75 trillion in 2010 and is on track to hit $99 trillion this year.,1
784,Not even Tim Kaine is willing to say he trusts Hillary Clinton.,1
785,Wisconsins non-discrimination law doesnt protect members of the trans-gender community.,0
786,London Gets More N.F.L. Games. Too Bad About the Teams. - The New York Times,0
787,Wendy Davis opposes any limits on abortion.,1
788,Recent record-low water levels in Lake Michigan are evidence that global warming is leading to the evaporation of our Great Lakes.,0
789,The Chris Hani Baragwanath in South Africa is the worlds third-biggest hospital.,0
790,A new college tuition reciprocity agreement with Minnesota makes college education more affordable for Wisconsin residents.,1
791,Even our nuclear arsenal doesnt work. It came out recently they have equipment that is 30 years old. They dont know if it worked.,1
792,"Says the stimulus bill sent tax credits overseas, such as tens of millions of dollars to build traffic lights in China.",1
793,Gov. Lincoln Chafee has imposed a mandatory abortion fee on all Rhode Islanders who buy health insurance through the states Obamacare exchange.,0
794,"""For the first time in history, my administration posts our White House visitors online.""",0
795,Egon von Greyerz,1
796,"Rick Scott took $200,000 from a family that leased land for drilling and now he is trying to hide from it.",0
797,Says Donald Trump believes that states should actually have the right to lower the minimum wage below $7.25.,0
798,Rick Perry accepted more stimulus funds than any other governor except the governors of California and New York.,0
799,"Florida has the most concealed weapon permits in the nation, nearly double that of the second state, which is Texas.",0
800,More women were killed by their husbands or boyfriends since Sept. 11 than all the Americans who were killed by 9/11 or in Afghanistan and Iraq.,0
801,"Thirty million Americans, including a lot of people in Florida, are going to be able to get healthcare next year because of that law.",1
802,Florida ranks first in the nation for access to free prekindergarten.,0
803,Tommy Thompson made millions from corporations who outsource American jobs and now hes trying to lavish huge tax breaks on them.,0
804,Comment on Parents on a Date Were Asleep in Car When Cops Arrived and Killed Them Both by FaceSpace,1
805,"If you look at our tax mix, the share of corporate revenues as a percentage of our overall revenue mix has declined by about half over the last 30 years.",0
806,"By one leading measure, what business owners pay out in wages and salaries is now finally growing faster than what they spend on health insurance for the first time in 17 years.",0
807,"""Hillary Clinton has taken over $800,000 from lobbyists.""",0
808,"Says his book,The Art of the Deal,is the No. 1 selling business book of all time.",1
809,The FCCs net neutrality policy includes whatis essentially a massive tax increase.,0
810,"Edwards says if Congress won't pass universal health care, he'll tell Congress: ""I'm going to use my power as president to take your health care away from you.""",1
811,Says close to 90 percent of the population growth in Texas over the last decade was non-Anglo.,0
812,Seventy percent of the people in the state of New Jersey want marriage equality.,1
813,Says Texas is last in mental health expenditures.,0
814,4 Motivation-Zapping Thoughts To Identify and Eliminate,1
815,"""The $2.3-billion budget deficit I inherited when I came into office became a $2.9-billion surplus.""",0
816,Says Chris Christie vetoed equal pay for women 3 times. He only let the bill pass once it became a damaging campaign issue.,1
817,"Statistics bear out that any time a country, a state, makes more restrictive abortion laws ... fatalities go up and abortions actually increase.",1
818,On applying prosecutorial discretion to immigration cases.,1
819,"Parents and teachers are already worrying about what they call the Trump Effect. They report that bullying and harassment are on the rise in our schools, especially targeting students of color, Muslimsand immigrants.",0
820,Drilling for oil on the Outer Continental Shelf and in parts of Alaska will immediately reduce our dangerous dependence on foreign oil.,1
821,"More people are driving under the influence of drugs than are driving under the influence of alcohol. A recent roadside survey showed that 16 percent of the people tested, tested positive for illicit or licit drugs. Thats significantly higher than alcohol.",0
822,"""And it's going to be difficult for us to do this as long as we're spending $275 million a day on a war that should have never been authorized...""",0
823,"Only 15 percent of drug users are African-American, yet 74 percent of all drug offenders sentenced to prison are black",0
824,The number of killings of citizens by police is at a two-decade high.,0
825,"Georgia spends in the top 10 nationally on education, yet, most of our education metrics hover in the bottom five.",0
826,"Says these Jersey Shore folks, theyre from New York.",0
827,Rhode Island charter schools are nationally recognized as outperforming their counterparts across the country.,0
828,Trump Vows to Catch ‘Low Life Leakers’ in Washington D.C.,0
829,Texans eat more catfish than residents of all other states combined.,1
830,Eamon Dunphy & George Hook Enter 12th Hour Of ‘Who’s More Controversial’ Debate,1
831,"Twenty percent of our electricity currently comes from nuclear power plants. I think there are 104 in the United States, two of them around the coast in California.",0
832,"Says that as president, Barack Obama has not gone to the Texas-Mexico border",1
833,Says he took down the mob in Northeast Ohio,1
834,"Man Kicks in Ex-Girlfriend’s Door, Dies from Multiple Gunshot Wounds - Breitbart",0
835,The mosquito population in South Florida is larger than it is in many other communities in the country.,0
836,Says Donald Trump used undocumented labor to build the Trump Tower.,0
837,"Although we have twice the population of Greece, the state of Florida employs three times fewer government employees.",0
838,"DNC Chair Perez: We Can’t Compete With GOP in Fundraising Post-Citizens United, That’s Why It Needs to be Overturned - Breitbart",0
839,"The Obama administration offered $900 million to Hamas, a recognized terrorist organization, to rebuild Gaza.",1
840,"Since the salary for state lawmakers was raised to $79,500, that purchasing power has now been reduced to $53,000.",0
841,"Says Jeff Wentworth, bending the rules, has used $211,743.96 in campaign contributions to lease luxury cars.",1
842,"Quicken Loans, the New Mortgage Machine - The New York Times",0
843,"Texas Oil Fields Rebound From Price Lull, but Jobs Are Left Behind - The New York Times",0
844,One in three American women will have had an abortion by the time she reaches the age of 45.,0
845,Assange Claims ‘Crazed’ Clinton Campaign Tried to Hack WikiLeaks,1
846,"Obama thinks the national anthem should be ""I'd Like to Teach the World to Sing.""",1
847,Newt Gingrichs presidential campaign has exactly the same challenges as Ronald Reagans successful 1980 bid.,1
848,Says the Simpson-Bowles deficit reduction proposal urged raising $2 trillion in new revenue.,1
849,"Since December 2010 Florida has created 540,000 new jobs.",0
850,Says Gov. Scott Walkers proposed budget would sell off Wisconsins state parks.,1
851,We ... sold the state airplanes as I had promised.,0
852,Says Democratic state Sen. Jim Holperin voted against a property tax freeze in 2009 and then voted for a $1.5 billion property tax hike.,1
853,Maria Sharapova Is Suspended From Tennis for Two Years - The New York Times,0
854,"There are over 2,000 crimes recorded per 100,000 population in the U.K., compared to 466 violent crimes per 100,000 in the United States.",1
855,Says Gov. Scott Walker has caused Wisconsin to lose more jobs than any other state in the country.,0
856,"Since 1978, college tuition nationwide has gone up something like four times the rate of inflation.",0
857,"""If Sen. Hillary Clinton could enact all of her campaign proposals, taxpayers would be faced with financing more than $777.6-billion in new spending over one White House term.""",0
858,Texas is the fastest growing state with the most Fortune 500 companies.,0
859,"Says Secretary of State John Kerry, when he was a senator, flew to Managua and met with a communist dictator there, Daniel Ortega, and accused the Reagan administration of engaging in terrorism.",0
860,White House Staff begins baby proofing measures in preparation for president Trump,1
861,Pam Bonditold a group of lobbyists shell side with corporate special interests as attorney general.,1
862,Oregon has never before tried to create a land-use plan for what it should look like for 50 years.,0
863,"In his first meeting with University of Wisconsin System officials, Republican Governor elect Scott Walker told them to prepare for cuts.",1
864,People are five to seven times more likely to be murdered in workplaces that allow firearms than in those that prohibit it.,0
865,The poverty rates in America today arent much better than when we started the War on Poverty.,0
866,Says New Jerseys job growth in May represents 25 percent of all the jobs created in the country.,1
867,Says Israel Prime Minister Benjamin Netanyahu didnt change his position on a two-state solution.,1
868,,1
869,BREAKING : Mike Pence DEMANDS the FBI RELEASE ALL EMAILS BEFORE ELECTION DAY – TruthFeed,1
870,Proposed NClaw for body camera footage gives police broad authority to keep video footage secret even from individuals who are filmed.,0
871,"""I think we came down here (to Florida) one time ... but we weren't actively fundraising here.""",1
872,Congress is bewildered at the scope and reach of our spying apparatus but in 2008 and 2012 explicitly rejected an amendment calling for more disclosure.,0
873,"More than 100,000 women in Texas have attempted to self-induce abortion in the past year alone.",1
874,"Under his tax plan, the greatest gains, percentage-wise, will be at the lower end of our plan.",0
875,Were losing now over $500 billion a year in terms of imbalance with China.,1
876,Almost every country on Earth sees America as stronger and more respected today than they did eight years ago when I took office.,0
877,Obamas job approval rating is up.,0
878,"Only five states, including Georgia, do not have a hate crimes law.",0
879,"When Marcy Kaptur brought home $42 million for new manufacturing jobs, Dennis Kucinich voted no.",0
880,Benny Morris’s Untenable Denial of the Ethnic Cleansing of Palestine,1
881,"Says no, youre wrong, responding to the assertion that stop-and-frisk was ruled unconstitutional in New York.",1
882,Health care reform will not affect veterans' benefits.,0
883,There is a 34 percent increase in violent crime in the state of California. And thats just within the last year.,1
884,The health care reform bill is the largest tax increase in U.S. history.,1
885,Uber Hires NASA Engineer for VTOL ’Flying Car’ Project - Breitbart,0
886,"The number of new businesses started per year has dropped by 100,000 during this presidents term.",0
887,Time Is Not on Your Side When It Comes to Credit Debt - The New York Times,0
888,The University of Wisconsin System budget is the biggest it has ever been.,0
889,"Says judges are using Shariah law in Dearborn, Mich.",1
890,The stimulus created zero jobs.,1
891,President Barack Obamas policies have forced many parts of the country to experience rolling blackouts.,1
892,The Obama administration has put out more of these major rules than the Clinton administration or the Bush administration during comparable times.,0
893,"Under Gov. Tom Corbett, Pennsylvania ranks 49th in job creation.",0
894,"""A majority of Americans still oppose this health care bill.""",0
895,The claim that 97 percent of scientists believe humans are causingclimate change has been debunked by the head of the United Nations Intergovernmental Panel on Climate Change. That number was pulled out of thin air.,1
896,"Says Freddie Mac, electric co-ops and credit unions are all government sponsored enterprises.",1
897,Says Connie Mack was the only member of the Florida delegation that voted against a bill to help NASA.,0
898,The commercial property tax [in Providence] is second highest in the country behind Detroit.,0
899,Connecticuts take on slot machines is 25 cents on the dollar. And the states take on table games: zero.,0
900,Says Mitt Romney runs away from Ronald Reagan.,1
901,"Since the Fed was created in 1913, the U.S. Dollar has lost 98% of its purchasing power.",0
902,Meryl Streep Does a Number on Donald Trump at Public Theater’s Gala - The New York Times,0
903,Says Donald Trumps Make America Great Again caps are made in China.,1
904,"BBC Comedy Sketch ""Real Housewives of ISIS"" Causes Outrage",0
905,25 percent of federal inmates are noncitizens.,0
906,"U.S. Reps. Hank Johnson, John Lewis and other members of the Congressional Progressive Caucus are socialists who are openly serving in the U.S. Congress.",1
907,Greg Abbott did nothing to pursue reports of the sexual abuse of boys at a West Texas state-run school.,1
908,"While the government grew, we lost more than 2 million jobs.",0
909,"For The Small Price Of $2.3 Million, You Could Own This Beautiful, Self-Sufficient Island",1
910,"Ancient Sumerian Writings Reveal The Earth Was Ruled By Eight Immortal Kings For 241,200 Years",1
911,Its a plan that incorporates ideas from many of the people in this room tonight Democrats and Republicans.,1
912,Trump Admin Unloads Block of 271 Sanctions on Assad Regime for Chemical Weapons Attack - Breitbart,0
913,One estimate says there may be three times as much oil in the United States as there is in Saudi Arabia.,1
914,There are more young black males involved in the criminal justice system than there are in higher education.,1
915,"Refinanced $232.6 million in bonds, resulting in reduced debt service for the City.",0
916,"Hospitals have already begun layoffs, a direct result of Republican inaction on Medicaid expansion.",0
917,"Says constitutional amendment would help to stop unfair, double taxation on real estate.",0
918,Says there are concrete examples of University of Texas job applicants or prospective applicants and students as well as invited speakers changing their minds because of handguns being allowed in campus buildings and classrooms.,0
919,"Says the average Ohio student graduates from a four-year college or university with nearly $27,000 in tuition debt.",0
920,"Just in the past 10 years, college tuition has increased 28 percent.",0
921,"Since the federal Violence Against Women Act was adopted in 1994, cases of domestic violence have fallen by 67 percent.",0
922,"Says Hillary Clinton voted to raise taxes on workers earning as little as $41,500.",1
923,Says Russ Feingold formed his own political group to pay himself and his staff millions.,0
924,The Iran nuclear deal is putting billions of dollars back into a country thats the worlds largest supporter of terrorism. We are actually giving them the money to fund the terrorists that are killing us and our allies.,0
925,Only 50 percent of students from Milwaukee public high schools go on to a two-or four-year college.,0
926,"When his grandfather arrived in the United States, there were no government benefits for immigrants.",1
927,"With Operation in Syria, Erdogan Shows His New Power Over Turkey’s Military - The New York Times",0
928,Only one out of 10 minimum wage workers today are teen age or a young person.,1
929,"""When I was in college, we used to take a popcorn popper . . . and we would fry squirrel.""",0
930,There are more people killed with baseball bats and hammers than are killed with guns.,1
931,Un instagramer logra usar la foto de un desayuno como foto para el DNI,1
932,"In an interview with the Chicago TribunesEditorial Board, Comptroller Leslie Munger says that in order to balance a budget, the state would have to cut social services completely.",1
933,Buying the naming rights to the new Falcons stadium is the largest marketing deal in Mercedes-Benz history.,0
934,Almost 95 percent of all (Planned Parenthood) pregnancy services were abortions.,1
935,Samuel L. Jackson and Others on Black British Actors in American Roles - The New York Times,0
936,"In Florida, theyre already talking about how the Ryan-Romney plan will end Medicare and replace it with a voucher.",1
937,"Says British voters under 50, especially millennials, overwhelmingly voted to stay, in the European Union. It was older voters who voted to leave.",0
938,"Zika Infection in U.S. Is Still Rare So Far, Blood Donations Indicate - The New York Times",0
939,Happy Birthday to ILLary from James O'Keefe (new video),1
940,A loophole still exists which allows members of Congress and high-powered executive branch appointees to exploit 'insider' knowledge of the financial industry in order to turn personal profit.,0
941,We havent had control of the House for the last two years and its been malfunctioning. We had 109 sessions scheduled and held 49.,0
942,"For the average middle-class family, your taxes today are lower than when I took office.",0
943,"Voting in the wrong precinct led to over 14,000 registered voters statewide to lose their vote in 2008.",0
944,"On financial reform, there is ""a million dollars being spent, per congressman, in lobbying expenses on this issue. (The) industry has four lobbyists per member of the House and Senate working on this.""",0
945,FBI Obtains Warrant To Search Huma Abedin's Emails,1
946,"""We have more coal reserves in the United States than they have oil reserves in Saudi Arabia.""",0
947,Says he holds the record for most appearances on Meet the Press.,0
948,Taxpayer Funded Peer Lord Kerr Calls Taxpayers ‘Stupid’,1
949,The economy added more jobs during four years under Obama than it did in the entire eight years under George W. Bush.,0
950,We in this state saw more job creation in the last three years since Ive been governor than you saw in the whole eight years of Doyles time as governor.,0
951,"A grant for $5,000 [from the Governors Workforce Board] went to teach an employee at a company that makes ornamental business card holders how to use Facebook and Twitter.",1
952,N.B.A. Finals: How the Warriors and Cavaliers Match Up - The New York Times,0
953,Arizona is spending less on a per-capita basis than every single state in this country in higher education.,0
954,Says Barack Obama has added $16 trillion to the national debt.,1
955,Says Obama has doubled the stock market from where we started when he was sworn into office,1
956,There are more pain clinics in Broward County than there are McDonalds in Broward County.,0
957,Says Newt Gingrichs contract was with the lobbyists at Freddie Mac.,0
958,The tuitions in Virginia colleges...have doubled -- 100 percent -- in the last 10 years.,0
959,Says Wisconsin Senate recall candidate Jessica King voted to increase her pay with taxpayer dollars by 63 percent.,1
960,People in cities other than Delhi spray Fog deo all over to get media attention,1
961,The Super Bowl has one of the highest levels of human sex trafficking activity of any event in the country.,1
962,Henrik Stenson Beats Phil Mickelson in British Open Duel - The New York Times,0
963,"A 10-year state program that created 202 jobs at a cost of $247,000 per job was approved by former Gov. Jim Doyle.",1
964,Twenty-six men named William have been elected to statewide office and only seven women have had the honor.,0
965,"In Iraq and Syria, American leadership, including our military power, is stopping (the Islamic States) advance.",0
966,Says Attorney General Loretta Lynch was a member of Bill Clintons defense team during the 1992 Whitewater corruption probe.,1
967,I did not vote to spend money to fight that (Amendment 6 redistricting) lawsuit.,0
968,Woman Drugged And Gang Raped In Swedish Hotel,0
969,Says you cannot implement Paul Ryans plan without allowing for any increases in revenue.,0
970,Weve got a personal tax system thats so complicated it costs Americans about $500 billion a year to comply with the current tax code.,1
971,Chris Bertish Becomes First to Cross Atlantic by Paddleboard - The New York Times,0
972,A statewide poll showing 76 percent support and other surveys are a strong indicator of broad public support in Milwaukee County for a $10.10 minimum wage,0
973,"40,000 veterans in Texas wont get health care because Perry rejected Obamacares Medicaid expansion.",0
974,"During a town hall meeting on health care, ""ABC didn't even allow ads that opposed the president's health care plan to be aired.""",0
975,Says South Carolina Gov. Nikki Haley is an immigrant.,1
976,The minimum wage is lower right now than it was when Ronald Reagan took office.,0
977,Obamacare includes a $700 billion cut from Medicare for seniors.,0
978,"After Crushing Loss, Ronda Rousey Suddenly Appears at Standing Rock to Protest Dakota Pipeline - Breitbart",0
979,US Airstrike Killed Five Al-Qaeda Members in Yemen on October 21 - CENTCOM,1
980,More than 1 million Texans live without affordable health care because Rick Perry failed to partner with the Legislature to find a Texas solution to closing the coverage gap.,0
981,"There is great disparity, tremendous disparity, in the (capital) funding on a per-student basis between our traditional public schools and our charter public schools.",0
982,Rhode Islanders pay among the highest auto repair bills in the nation.,0
983,"Says every day of a special session costs taxpayers $40,000.",1
984,Congresswoman Ros-Lehtinen has long record of voting against VA backlog fixes.,1
985,"In June, jobless ranks were higher in nearly 90 percent of U.S. cities.",1
986,The people in Massachusetts like (the state health care plan) by about a 3-1 margin.,0
987,Ernie Els: ‘We Would Not be Playing For the Money We Play For If It Wasn’t For Tiger’ - Breitbart,0
988,California Today: Defying Trump With Sanctuary Bill - The New York Times,0
989,Bill McCollum voted for higher taxes and fees 42 times while he was in Congress.,1
990,Department of Veterans Affairs doctors are prohibited from recommending medical marijuana.,0
991,"As CFO, Alex Sink oversaw a $27 billion loss in the states pension fund.",0
992,Yemen and YET another “False Flag” to Protect Saudi and US Interests in the Middle East | New Eastern Outlook,1
993,"A proposed revenue smart cap gives Floridians a voice, requiring a 60 percent vote by citizens in order to impose a new tax, fee, license, fine, charge or assessment.",1
994,Billionaire Tom Steyer Launches Ad Campaign Against Rex Tillerson - Breitbart,0
995,"Tax rates were significantly higher ""in the '40s, the '50s, and the '60s.""",0
996,,1
997,There are only about 10 people in the United States Senate who have any real business experience.,0
998,"Always under fire from designated terrorist group CAIR, former FBI agent and counter-terrorism expert, John Guandolo, is the go-to person for training law enforcement officers about the growing threat Islam poses to America",1
999,"Russian annexation of Crimea removes a million residents of the Ukraine that have provided the margin of victory for (Viktor) Yanukovych, the pro-Moscow prime minister in his last election.",0
1000,Says Democratic U.S. Senate candidate Russ Feingold voted over 250 times to raise taxes.,1
1001,My opponent on day one of this campaign attacked me on Medicare and Medicare Advantage and that claim was found to be False.,0
1002,Twenty million Americans are out of work.,0
1003,Caddell: Dishonest Anti-Trump Media Have Become ’Danger to Democracy’,0
1004,Democrats’ Leadership Fight Pits West Wing Against Left Wing - The New York Times,0
1005,"Says Milwaukee Mayor Tom Barrett is responsible for the roughly $7,800 I pay in property taxes per year.",1
1006,Police to Strengthen Force in New York’s Most Violent Borough - The New York Times,0
1007,HIV ‘Cure’ Almost Complete after Scientists Remove Virus’s DNA from Living Tissue,1
1008,"Currently, it takes up to 25 years to obtain U.S. citizenship legally but the Senate bill would allow immigrants who came to the United States illegally to obtain citizenship in just 13 years.",0
1009,"We have seized more currency, more drugs, more outbound arms in the past year than any year in our countrys history.",0
1010,"For every time the state gets paid a dollar in taxes (on gambling), somebody loses $6.",0
1011,We dont need a separate (prescription drug) database ... Pharmacies already have a database in place.,1
1012,"Technically, (Ted Cruz is) not even an American.",1
1013,The High Cost of Investing Like a Daredevil  - The New York Times,0
1014,"Tennessee students now cover about 67 percent of the cost of their education at public universities, and some 60 percent at community colleges.",0
1015,A cap-and-trade plan promoted by Barack Obama would hit hardest those already struggling to make ends meet.,0
1016,President Obama and India’s Modi Forge an Unlikely Friendship - The New York Times,0
1017,"While Act 10 allowed (Milwaukee County) to save some money, it was millions short of what we needed to fill the hole left by the $28 million cut in state aid.",0
1018,"People buy more items during Georgias sales-tax holidays, boosting economic activity.",0
1019,"Hillary Isn’t Only One Who Suffers Memory Loss, Look What Bill Just Did….",1
1020,Says Detroit dumping a bunch of sewage in Lake Erie causes big problems for Ohio.,0
1021,A precinct in the Allen West-Patrick Murphy recount has 7 registered voters in Guatemalan community and the tally showed 900 voted!!!!!,1
1022,Says Williamson County Attorney Jana Duty has never prosecuted a single adult felony case.,0
1023,110 people a day move to Austin.,1
1024,Donald Trump’s Warning to Paul Ryan Signals Further G.O.P. Discord - The New York Times,0
